2017-06-19 9:23:12 - [INFO] --> Logowanie użytkownika: [tjasinski_s]
2017-06-19 9:25:08 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [91102], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [3203], Nr automatu: [5026]
2017-06-19 9:25:08 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [92508], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [5402], Nr automatu: [5723]
2017-06-19 9:25:08 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [92511], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [8143], Nr automatu: [5701]
2017-06-19 9:25:08 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [92875], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [8062], Nr automatu: [5621]
2017-06-19 9:25:09 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [92879], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [5442], Nr automatu: [5714]
2017-06-19 9:25:09 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [92960], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [5410], Nr automatu: [5727]
2017-06-19 9:26:00 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [91151], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [8072], Nr automatu: [5631]
2017-06-19 9:26:00 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [92134], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [5401], Nr automatu: [5187]
2017-06-19 9:26:00 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [92958], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [5442], Nr automatu: [5714]
