2017-06-19 7:25:27 - [INFO] --> Logowanie użytkownika: [mjanek]
2017-06-19 7:34:46 - [INFO] --> Logowanie użytkownika: [kjasinski]
2017-06-19 7:41:57 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [92325], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [], Nr automatu: [512]
2017-06-19 7:41:58 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [92636], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [], Nr automatu: [504]
2017-06-19 7:41:58 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [92637], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [], Nr automatu: [620]
2017-06-19 7:56:18 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [92108], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [2529], Nr automatu: [5076]
2017-06-19 7:56:18 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [92109], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [2237], Nr automatu: [5121]
2017-06-19 7:56:18 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [92110], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [2720], Nr automatu: [5824]
2017-06-19 7:56:18 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [92111], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [3104], Nr automatu: [5768]
2017-06-19 7:56:18 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [92112], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [3112], Nr automatu: [5783]
2017-06-19 7:56:18 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [92113], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [3113], Nr automatu: [5785]
